Incident_ID,Incident_Type,Area,Time_of_Day,Day_of_Week,Weather,Crowd_Level,CCTV_Available,Police_Response_Time,Ambulance_Response_Time,Fire_Response_Time,Number_of_People,Severity_Score,Previous_Incidents,Emergency_Level
4501,Theft,North,Morning,Friday,Sunny,High,Yes,24.0,27,32,480,2,4,Medium
4502,Assault,West,Morning,Monday,Sunny,Medium,Yes,21.0,13,10,171,2,4,Low
4503,Fire,West,Morning,Tuesday,Sunny,Medium,No,22.0,17,25,129,3,1,Low
4504,Theft,North,Morning,Tuesday,Cloudy,Low,Yes,5.0,27,7,153,10,16,High
4505,Accident,East,Night,Saturday,Rainy,Low,Yes,17.0,23,28,63,1,13,Medium
4506,Theft,East,Afternoon,Wednesday,Rainy,Medium,Yes,9.0,17,23,281,4,20,High
4507,Accident,Central,Morning,Wednesday,Sunny,High,Yes,3.0,28,35,411,3,16,High
4508,Fire,Central,Morning,Thursday,Cloudy,Low,No,14.0,5,21,374,6,19,High
4509,Theft,Central,Night,Tuesday,Rainy,Medium,Yes,18.0,10,9,170,3,14,High
4510,Assault,Central,Morning,Wednesday,Rainy,Medium,Yes,21.0,7,26,427,1,11,Medium
4511,Fire,Central,Night,Wednesday,Sunny,High,No,14.0,27,27,160,9,18,High
4512,Medical,East,Afternoon,Wednesday,Cloudy,Medium,Yes,18.0,11,12,71,3,3,Low
4513,Fire,Central,Morning,Saturday,Rainy,Low,No,24.0,10,5,274,10,1,High
4514,Accident,South,Morning,Wednesday,Cloudy,Medium,No,23.0,25,19,397,6,3,High
4515,Accident,West,Afternoon,Saturday,Rainy,Low,Yes,10.0,8,22,386,9,3,High
4516,Theft,North,Morning,Monday,Sunny,Low,No,11.0,7,18,31,4,4,Medium
4517,Fire,West,Night,Friday,Cloudy,High,Yes,8.0,7,22,155,7,9,High
4518,Assault,West,Morning,Saturday,Sunny,Medium,Yes,7.0,28,12,172,6,19,High
4519,Medical,Central,Night,Saturday,Sunny,Medium,No,15.0,24,34,289,5,14,High
4520,Fire,East,Morning,Sunday,Rainy,High,No,12.0,7,8,224,10,20,High
4521,Assault,West,Afternoon,Tuesday,Cloudy,Medium,Yes,15.0,19,14,317,5,19,High
4522,Assault,East,Morning,Saturday,Rainy,High,Yes,6.0,24,22,227,1,3,Low
4523,Theft,East,Afternoon,Tuesday,Cloudy,Medium,Yes,5.0,9,34,24,3,3,Medium
4524,Accident,South,Afternoon,Monday,Rainy,Low,No,9.0,29,9,333,4,4,Medium
4525,Accident,West,Night,Monday,Rainy,Low,Yes,24.0,20,23,379,7,19,High
4526,Theft,East,Night,Friday,Rainy,Low,Yes,13.0,7,11,270,10,18,High
4527,Accident,Central,Night,Monday,Sunny,Medium,No,18.0,8,24,31,10,6,High
4528,Accident,Central,Evening,Saturday,Rainy,High,Yes,8.0,28,23,108,3,12,High
4529,Accident,North,Morning,Wednesday,Cloudy,High,No,17.0,25,35,36,8,8,High
4530,Accident,North,Morning,Tuesday,Cloudy,Medium,No,19.0,13,23,35,2,15,High
4531,Fire,West,Afternoon,Thursday,Rainy,Medium,Yes,8.0,13,23,309,9,8,High
4532,Theft,North,Morning,Thursday,Sunny,High,Yes,15.0,30,33,159,5,17,High
4533,Assault,West,Evening,Friday,Rainy,Medium,No,23.0,12,22,368,8,14,High
4534,Theft,Central,Morning,Wednesday,Rainy,Medium,No,17.0,12,19,359,6,4,High
4535,Accident,West,Night,Saturday,Sunny,High,No,13.0,13,26,62,5,6,Medium
4536,Accident,East,Evening,Tuesday,Sunny,Low,Yes,18.0,19,7,402,10,1,High
4537,Assault,South,Evening,Friday,Sunny,Low,Yes,11.0,8,13,101,8,3,High
4538,Fire,East,Morning,Wednesday,Rainy,Medium,Yes,14.0,17,32,321,10,17,High
4539,Medical,East,Night,Wednesday,Sunny,High,No,18.0,20,22,436,6,3,High
4540,Accident,South,Afternoon,Sunday,Sunny,Low,Yes,11.0,11,32,468,5,4,High
4541,Accident,Central,Night,Monday,Rainy,Low,No,5.0,5,30,27,3,8,Medium
4542,Medical,West,Night,Monday,Cloudy,Medium,No,24.0,8,21,81,6,1,Medium
4543,Medical,South,Afternoon,Monday,Cloudy,High,No,14.0,6,7,225,4,5,Medium
4544,Theft,East,Morning,Thursday,,,Yes,,30,15,369,7,19,High
4545,Accident,Central,Evening,Wednesday,Cloudy,Medium,Yes,15.0,25,11,458,7,18,High
4546,Theft,North,Morning,Sunday,Cloudy,Low,Yes,21.0,13,8,204,4,8,Medium
4547,Accident,North,Night,Tuesday,Sunny,Low,Yes,18.0,17,6,292,9,12,High
4548,Assault,Central,Afternoon,Friday,Rainy,Low,No,13.0,8,28,62,6,14,High
4549,Fire,East,Afternoon,Tuesday,Sunny,Medium,Yes,10.0,7,21,221,9,11,High
4550,Assault,South,Afternoon,Tuesday,Cloudy,Medium,No,24.0,6,33,112,5,2,Medium
4551,Assault,West,Evening,Tuesday,Cloudy,High,No,13.0,21,16,477,10,19,High
4552,Medical,West,Afternoon,Friday,Cloudy,Low,Yes,15.0,27,34,43,1,15,Medium
4553,Fire,Central,Afternoon,Tuesday,Cloudy,Low,No,4.0,25,26,33,2,6,Medium
4554,Theft,East,Evening,Sunday,Cloudy,Low,No,17.0,20,25,76,3,6,Medium
4555,Medical,East,Night,Monday,Rainy,Low,Yes,11.0,13,29,323,4,5,Medium
4556,Fire,West,Afternoon,Tuesday,Cloudy,High,No,14.0,15,23,54,7,12,High
4557,Theft,West,Morning,Wednesday,Rainy,High,No,12.0,26,28,68,1,3,Low
4558,Accident,East,Morning,Friday,Cloudy,Low,No,22.0,18,27,26,2,4,Low
4559,Assault,North,Evening,Monday,Sunny,Medium,No,4.0,10,30,251,4,14,High
4560,Assault,East,Evening,Sunday,Rainy,Low,No,8.0,29,21,122,3,14,High
4561,Assault,East,Night,Saturday,Sunny,Low,Yes,5.0,7,6,390,9,11,High
4562,Theft,West,Evening,Monday,Sunny,Medium,Yes,5.0,29,11,249,7,19,High
4563,Fire,South,Afternoon,Sunday,Cloudy,Low,No,5.0,17,22,92,8,18,High
4564,Accident,West,Night,Monday,Rainy,Medium,No,5.0,22,32,280,4,8,High
4565,Medical,Central,Afternoon,Thursday,Rainy,Low,No,24.0,13,27,83,8,5,High
4566,Theft,Central,Afternoon,Saturday,Sunny,Medium,Yes,10.0,26,22,287,10,6,High
4567,Assault,West,Night,Thursday,Cloudy,High,Yes,6.0,16,15,436,7,20,High
4568,Assault,East,Afternoon,Monday,Sunny,Low,Yes,18.0,23,27,484,9,0,High
4569,Assault,North,Evening,Thursday,Sunny,High,Yes,3.0,24,16,249,3,11,High
4570,Accident,South,Morning,Tuesday,Rainy,Medium,No,10.0,19,9,19,9,7,High
4571,Fire,West,Evening,Sunday,Cloudy,Medium,No,10.0,23,15,256,3,18,High
4572,Fire,West,Afternoon,Tuesday,Rainy,Low,No,7.0,24,19,256,3,13,High
4573,Medical,Central,Morning,Saturday,Cloudy,Medium,Yes,5.0,30,26,409,3,16,High
4574,Medical,Central,Morning,Wednesday,Sunny,High,Yes,19.0,29,5,14,9,18,High
4575,Accident,East,Afternoon,Tuesday,Rainy,Medium,No,17.0,9,21,202,4,5,Medium
4576,Assault,South,Afternoon,Tuesday,Sunny,Medium,No,10.0,30,12,200,3,15,High
4577,Assault,Central,Afternoon,Sunday,Sunny,High,No,4.0,29,10,75,4,10,High
4578,Accident,North,Night,Monday,Cloudy,Medium,Yes,5.0,27,29,186,5,3,Medium
4579,Fire,Central,Night,Thursday,Cloudy,Low,No,13.0,8,18,427,5,18,High
4580,Assault,East,Night,Monday,Cloudy,Low,Yes,23.0,23,29,166,8,4,High
4581,Fire,South,Morning,Friday,Cloudy,Low,No,24.0,5,33,468,4,4,Medium
4582,Fire,West,Evening,Sunday,Sunny,Medium,No,4.0,29,30,169,7,11,High
4583,Medical,West,Night,Friday,Rainy,Medium,Yes,14.0,24,8,333,7,11,High
4584,Medical,Central,Evening,Saturday,Sunny,Medium,Yes,15.0,13,23,71,3,6,Medium
4585,Fire,East,Morning,Sunday,Rainy,Low,No,11.0,11,20,342,8,0,High
4586,Accident,South,Afternoon,Tuesday,Sunny,Low,No,17.0,20,21,62,4,15,High
4587,Fire,Central,Morning,Saturday,Cloudy,High,Yes,6.0,30,34,496,3,20,High
4588,Accident,North,Morning,Saturday,Sunny,High,No,9.0,8,33,132,4,14,High
4589,Fire,South,Night,Monday,Sunny,Medium,No,13.0,5,17,122,9,17,High
4590,Assault,South,Evening,Tuesday,Sunny,High,No,5.0,11,24,377,4,10,High
4591,Fire,East,Evening,Thursday,Cloudy,Low,No,5.0,17,18,310,2,20,High
4592,Accident,East,Morning,Thursday,Rainy,High,Yes,10.0,25,14,444,5,6,High
4593,Accident,Central,Morning,Tuesday,Cloudy,Medium,No,20.0,9,20,17,3,12,High
4594,Medical,Central,Morning,Thursday,Cloudy,Low,No,16.0,23,10,61,8,17,High
4595,Accident,South,Night,Wednesday,Sunny,Low,Yes,9.0,8,23,306,5,19,High
4596,Assault,West,Evening,Sunday,Rainy,Low,No,6.0,30,18,495,9,13,High
4597,Fire,West,Morning,Thursday,Cloudy,High,Yes,13.0,13,19,220,2,0,Low
4598,Assault,North,Night,Friday,Rainy,Low,Yes,7.0,20,20,241,7,2,High
4599,Theft,West,Night,Tuesday,Cloudy,Medium,No,19.0,29,23,56,3,14,High
4600,Fire,Central,Afternoon,Monday,Cloudy,Low,No,11.0,7,31,438,3,1,Medium
4601,Accident,West,Evening,Monday,Sunny,High,Yes,17.0,15,28,283,8,20,High
4602,Accident,North,Evening,Thursday,Sunny,Medium,Yes,6.0,19,25,177,6,7,High
4603,Theft,South,Night,Tuesday,Rainy,Medium,No,20.0,28,21,362,5,7,High
4604,Medical,East,Morning,Wednesday,Sunny,Medium,Yes,16.0,23,7,177,5,14,High
4605,Fire,Central,Evening,Saturday,Rainy,Low,Yes,9.0,18,7,181,10,12,High
4606,Assault,Central,Afternoon,Sunday,Rainy,Low,No,7.0,24,31,60,4,6,Medium
4607,Medical,West,Night,Thursday,Sunny,High,No,22.0,23,10,359,9,11,High
4608,Fire,East,Evening,Tuesday,Rainy,High,No,25.0,30,13,477,9,12,High
4609,Theft,North,Night,Sunday,Sunny,Medium,No,8.0,21,35,216,4,12,High
4610,Accident,South,Evening,Wednesday,Sunny,Medium,No,13.0,24,25,495,4,20,High
4611,Fire,North,Night,Saturday,Sunny,High,No,22.0,13,30,399,9,4,High
4612,Medical,South,Evening,Tuesday,Sunny,Medium,Yes,11.0,8,32,356,6,20,High
4613,Theft,Central,Night,Thursday,Rainy,Low,No,14.0,13,23,82,5,2,Medium
4614,Accident,North,Evening,Tuesday,Cloudy,High,No,18.0,13,6,282,3,11,High
4615,Assault,West,Night,Sunday,Sunny,Low,No,9.0,16,20,476,8,0,High
4616,Theft,Central,Morning,Thursday,Cloudy,High,No,18.0,15,8,293,8,19,High
4617,Fire,East,Night,Monday,Rainy,High,Yes,3.0,20,14,319,2,9,Medium
4618,Medical,South,Afternoon,Monday,Cloudy,Low,No,18.0,6,13,61,5,2,Medium
4619,Fire,Central,Evening,Monday,Sunny,High,Yes,22.0,5,4,388,2,6,Medium
4620,Medical,Central,Morning,Saturday,Rainy,Medium,No,24.0,19,15,226,5,8,High
4621,Accident,Central,Night,Wednesday,Rainy,High,No,19.0,11,5,124,3,15,High
4622,Assault,South,Afternoon,Tuesday,Sunny,High,No,12.0,14,12,193,6,17,High
4623,Accident,Central,Afternoon,Sunday,Sunny,High,Yes,21.0,6,17,176,7,2,Medium
4624,Theft,West,Evening,Saturday,Cloudy,Medium,Yes,4.0,8,31,46,5,6,High
4625,Theft,West,Night,Saturday,Cloudy,Low,Yes,21.0,12,22,188,4,20,High
4626,Assault,North,Afternoon,Sunday,Sunny,High,Yes,10.0,29,6,368,5,20,High
4627,Fire,Central,Afternoon,Tuesday,Sunny,High,No,24.0,5,31,411,2,12,High
4628,Theft,Central,Morning,Tuesday,Sunny,High,Yes,6.0,26,9,326,8,16,High
4629,Accident,West,Evening,Tuesday,Rainy,Medium,No,3.0,29,12,296,7,15,High
4630,Accident,East,Night,Saturday,Sunny,High,No,5.0,24,16,338,5,2,Medium
4631,Accident,North,Afternoon,Tuesday,Cloudy,High,No,25.0,17,14,304,4,18,High
4632,Accident,Central,Morning,Wednesday,Rainy,Low,Yes,10.0,7,34,74,10,1,High
4633,Assault,South,Night,Friday,Sunny,High,No,23.0,11,27,330,10,0,High
4634,Assault,South,Afternoon,Tuesday,Cloudy,Low,No,5.0,5,28,296,4,20,High
4635,Medical,North,Afternoon,Saturday,Rainy,High,No,9.0,29,22,497,7,10,High
4636,Fire,Central,Evening,Friday,Rainy,High,No,21.0,27,14,267,7,19,High
4637,Accident,East,Evening,Sunday,Rainy,High,No,3.0,26,11,14,3,2,Low
4638,Theft,East,Morning,Sunday,Cloudy,High,No,3.0,19,21,305,8,4,High
4639,Theft,West,Night,Wednesday,Cloudy,High,Yes,24.0,9,14,499,1,6,Medium
4640,Medical,North,Morning,Tuesday,Sunny,Low,No,23.0,24,19,177,3,8,Medium
4641,Fire,Central,Morning,Monday,Sunny,High,No,10.0,25,35,371,2,1,Low
4642,Theft,South,Night,Tuesday,Rainy,Low,Yes,17.0,15,26,305,3,10,High
4643,Fire,North,Afternoon,Tuesday,Rainy,Low,No,16.0,29,17,391,8,19,High
4644,Theft,South,Night,Wednesday,Rainy,Low,Yes,20.0,24,15,220,7,13,High
4645,Medical,South,Evening,Thursday,Rainy,Medium,Yes,14.0,23,26,110,4,9,High
4646,Medical,North,Evening,Sunday,Rainy,Low,No,22.0,28,24,297,2,5,Medium
4647,Assault,Central,Afternoon,Wednesday,Rainy,Medium,No,17.0,18,16,187,8,6,High
4648,Medical,East,Evening,Saturday,Rainy,Medium,Yes,18.0,18,30,220,9,9,High
4649,Assault,West,Night,Wednesday,Rainy,Low,Yes,16.0,16,7,61,6,17,High
4650,Accident,West,Night,Monday,Rainy,Low,No,3.0,15,12,300,6,20,High
4651,Theft,Central,Morning,Sunday,Rainy,High,No,18.0,24,26,194,5,19,High
4652,Fire,Central,Afternoon,Friday,Rainy,Low,No,25.0,25,28,430,7,0,Medium
4653,Fire,North,Afternoon,Tuesday,Rainy,Low,Yes,17.0,15,4,214,2,4,Medium
4654,Medical,East,Evening,Saturday,Rainy,Low,No,20.0,5,15,393,3,7,Medium
4655,Accident,Central,Night,Saturday,Sunny,Medium,Yes,6.0,14,33,125,7,10,High
4656,Medical,Central,Afternoon,Saturday,Cloudy,Medium,Yes,13.0,13,27,345,3,19,High
4657,Assault,Central,Evening,Tuesday,Rainy,High,No,24.0,14,8,170,4,16,High
4658,Theft,South,Morning,Friday,Cloudy,Low,Yes,25.0,20,24,69,3,17,High
4659,Fire,North,Morning,Monday,Rainy,High,No,24.0,14,33,46,9,15,High
4660,Theft,East,Morning,Wednesday,Cloudy,Medium,No,3.0,23,10,108,4,13,High
4661,Theft,North,Evening,Friday,Rainy,Medium,Yes,17.0,25,21,317,2,20,High
4662,Fire,North,Morning,Saturday,Rainy,Low,Yes,14.0,24,21,467,5,9,High
4663,Medical,West,Evening,Wednesday,Cloudy,Low,No,5.0,21,15,464,9,9,High
4664,Accident,East,Morning,Wednesday,Sunny,High,Yes,13.0,15,6,227,9,5,High
4665,Theft,West,Night,Saturday,Sunny,High,No,14.0,19,33,105,10,14,High
4666,Fire,East,Morning,Tuesday,Cloudy,Medium,Yes,21.0,13,11,465,2,13,High
4667,Medical,East,Afternoon,Thursday,Rainy,High,Yes,13.0,29,27,435,7,19,High
4668,Medical,North,Evening,Thursday,Cloudy,High,No,7.0,9,30,299,7,19,High
4669,Assault,West,Morning,Monday,Sunny,Low,Yes,3.0,21,15,15,10,13,High
4670,Medical,East,Evening,Friday,Cloudy,Medium,Yes,24.0,9,5,417,6,2,Medium
4671,Medical,East,Afternoon,Friday,Rainy,High,No,9.0,27,20,488,6,15,High
4672,Medical,North,Afternoon,Saturday,Cloudy,High,No,14.0,23,21,105,4,15,High
4673,Theft,North,Afternoon,Tuesday,Rainy,High,No,6.0,22,9,255,9,0,High
4674,Fire,East,Morning,Saturday,Rainy,Low,No,6.0,13,19,107,3,6,Medium
4675,Fire,South,Night,Sunday,Cloudy,High,Yes,19.0,20,30,75,2,15,High
4676,Fire,North,Afternoon,Tuesday,Sunny,Medium,No,9.0,26,15,372,9,2,High
4677,Medical,Central,Morning,Thursday,Rainy,High,No,13.0,8,35,151,9,7,High
4678,Medical,Central,Morning,Monday,Cloudy,High,Yes,12.0,9,25,58,8,1,High
4679,Assault,North,Morning,Friday,Cloudy,Low,Yes,7.0,13,10,151,9,5,High
4680,Accident,North,Afternoon,Monday,Rainy,High,No,24.0,13,17,254,4,15,High
4681,Assault,South,Afternoon,Tuesday,Rainy,High,Yes,25.0,30,9,88,10,10,High
4682,Theft,North,Evening,Sunday,Sunny,High,No,8.0,29,14,210,4,16,High
4683,Fire,North,Morning,Thursday,Rainy,Low,Yes,14.0,14,29,215,10,17,High
4684,Fire,East,Morning,Thursday,Cloudy,Medium,No,19.0,9,10,85,7,1,Medium
4685,Assault,South,Afternoon,Monday,Cloudy,Low,No,23.0,15,17,369,5,20,High
4686,Accident,Central,Night,Friday,Cloudy,High,No,6.0,12,21,325,1,3,Low
4687,Medical,Central,Evening,Wednesday,Rainy,High,No,21.0,7,22,303,1,4,Low
4688,Fire,North,Evening,Thursday,,,Yes,,14,33,225,10,4,High
4689,Medical,North,Evening,Sunday,Rainy,Medium,Yes,16.0,12,20,230,2,11,Medium
4690,Assault,East,Morning,Sunday,Rainy,High,No,12.0,18,27,155,5,8,High
4691,Accident,West,Evening,Sunday,Sunny,High,Yes,25.0,21,29,163,3,4,Medium
4692,Fire,North,Afternoon,Friday,Sunny,Low,No,5.0,20,22,129,1,7,Medium
4693,Medical,South,Night,Thursday,Rainy,Low,No,13.0,13,18,317,10,15,High
4694,Theft,South,Evening,Sunday,Sunny,High,Yes,7.0,10,20,186,2,8,Medium
4695,Fire,East,Night,Tuesday,Sunny,Low,No,11.0,29,10,347,9,6,High
4696,Accident,South,Night,Monday,Cloudy,Low,No,12.0,7,34,23,3,14,High
4697,Assault,South,Afternoon,Wednesday,Sunny,Low,Yes,22.0,24,35,83,4,7,Medium
4698,Accident,East,Afternoon,Thursday,Sunny,Low,Yes,9.0,25,33,175,9,16,High
4699,Medical,Central,Evening,Sunday,Cloudy,High,Yes,14.0,8,7,310,9,8,High
4700,Fire,Central,Morning,Thursday,,,Yes,,24,21,63,9,3,High
4701,Fire,South,Evening,Wednesday,Sunny,Medium,Yes,3.0,18,20,70,5,20,High
4702,Medical,West,Afternoon,Saturday,Sunny,Medium,Yes,24.0,19,10,146,4,18,High
4703,Accident,South,Morning,Sunday,Sunny,High,Yes,8.0,14,13,346,10,6,High
4704,Fire,East,Afternoon,Monday,Cloudy,High,No,15.0,11,18,116,8,3,High
4705,Medical,North,Night,Monday,Sunny,Low,Yes,18.0,21,19,157,3,8,Medium
4706,Medical,North,Morning,Tuesday,Rainy,Low,Yes,20.0,23,31,254,6,19,High
4707,Fire,North,Night,Thursday,Cloudy,High,Yes,11.0,14,27,392,8,5,High
4708,Medical,West,Night,Friday,Cloudy,Medium,Yes,9.0,7,9,74,6,17,High
4709,Theft,East,Evening,Wednesday,Sunny,Low,No,4.0,8,7,208,7,11,High
4710,Fire,North,Night,Tuesday,Rainy,Medium,No,6.0,26,12,200,8,1,High
4711,Assault,Central,Evening,Thursday,Rainy,Low,No,3.0,11,28,13,2,1,Low
4712,Medical,East,Evening,Friday,Sunny,Medium,Yes,17.0,25,9,281,4,8,High
4713,Medical,South,Afternoon,Thursday,Sunny,Medium,Yes,6.0,10,8,475,1,5,Medium
4714,Fire,North,Morning,Tuesday,Rainy,Low,Yes,5.0,9,6,423,6,3,High
4715,Accident,Central,Afternoon,Saturday,Rainy,Low,Yes,4.0,17,33,13,8,11,High
4716,Accident,East,Night,Thursday,Sunny,Low,No,12.0,30,29,82,10,10,High
4717,Fire,West,Evening,Tuesday,Rainy,High,No,14.0,16,7,48,10,9,High
4718,Assault,West,Night,Sunday,,,Yes,,10,20,427,3,6,Medium
4719,Accident,West,Morning,Wednesday,Rainy,Medium,Yes,15.0,7,35,210,3,15,High
4720,Medical,West,Evening,Tuesday,Rainy,Medium,No,25.0,6,27,151,3,5,Medium
4721,Theft,Central,Night,Monday,Cloudy,High,Yes,11.0,12,34,27,9,12,High
4722,Theft,North,Night,Monday,Sunny,Medium,No,22.0,20,18,436,5,16,High
4723,Theft,North,Evening,Wednesday,Sunny,Medium,Yes,22.0,16,15,121,6,18,High
4724,Fire,West,Morning,Saturday,Cloudy,Medium,Yes,24.0,28,20,178,2,0,Low
4725,Accident,Central,Afternoon,Thursday,Rainy,Medium,No,10.0,15,27,412,9,16,High
4726,Accident,South,Evening,Saturday,Rainy,Low,Yes,22.0,19,34,230,9,11,High
4727,Accident,West,Evening,Friday,Rainy,High,No,19.0,10,34,110,5,12,High
4728,Assault,South,Evening,Tuesday,Sunny,High,Yes,19.0,25,31,414,1,14,High
4729,Medical,Central,Evening,Wednesday,Sunny,Low,Yes,20.0,17,32,272,6,0,Medium
4730,Medical,Central,Afternoon,Thursday,Rainy,Low,Yes,16.0,20,8,412,3,9,High
4731,Medical,East,Night,Tuesday,Rainy,Low,No,3.0,5,13,461,8,3,High
4732,Theft,Central,Afternoon,Thursday,Sunny,Low,Yes,14.0,11,15,232,6,1,Medium
4733,Medical,West,Afternoon,Saturday,Cloudy,High,No,16.0,13,10,148,2,9,Medium
4734,Accident,Central,Morning,Thursday,Cloudy,High,Yes,9.0,18,35,337,2,1,Low
4735,Theft,North,Night,Monday,Sunny,Low,Yes,21.0,13,6,364,3,16,High
4736,Assault,West,Morning,Friday,Rainy,Medium,Yes,17.0,8,20,15,8,19,High
4737,Assault,East,Afternoon,Thursday,Rainy,Medium,Yes,6.0,18,13,111,8,20,High
4738,Assault,East,Morning,Monday,Cloudy,High,No,15.0,25,32,23,2,0,Low
4739,Assault,West,Morning,Friday,Sunny,Medium,Yes,9.0,9,27,33,1,16,High
4740,Theft,North,Night,Monday,Sunny,Low,Yes,10.0,30,33,270,1,10,Medium
4741,Fire,West,Afternoon,Sunday,Cloudy,Low,No,7.0,28,11,385,3,4,Medium
4742,Assault,Central,Afternoon,Sunday,,,Yes,,7,8,433,2,1,Medium
4743,Theft,North,Morning,Wednesday,Cloudy,Medium,Yes,17.0,18,34,401,1,12,High
4744,Fire,East,Morning,Friday,Rainy,Medium,Yes,10.0,10,13,406,2,13,High
4745,Theft,West,Night,Tuesday,Sunny,Low,No,19.0,25,28,480,10,10,High
4746,Medical,West,Evening,Wednesday,Sunny,Low,No,13.0,13,23,445,1,4,Medium
4747,Accident,East,Morning,Wednesday,Cloudy,Medium,No,19.0,26,13,462,3,2,Medium
4748,Fire,East,Afternoon,Thursday,Sunny,Low,No,3.0,10,22,429,10,10,High
4749,Accident,Central,Night,Thursday,Sunny,High,Yes,24.0,19,24,117,3,3,Low
4750,Fire,Central,Afternoon,Monday,Sunny,Low,No,3.0,17,9,2,3,4,Medium
4751,Fire,Central,Night,Friday,Sunny,Medium,Yes,11.0,14,14,218,8,14,High
4752,Fire,North,Night,Thursday,Rainy,Medium,No,12.0,24,31,32,10,1,High
4753,Medical,West,Evening,Sunday,Cloudy,High,Yes,4.0,25,14,291,3,12,High
4754,Medical,East,Evening,Sunday,Rainy,High,No,6.0,18,23,132,1,15,High
4755,Theft,South,Night,Monday,Rainy,Low,No,14.0,19,33,466,5,13,High
4756,Medical,West,Afternoon,Tuesday,Sunny,Medium,No,21.0,11,15,239,3,16,High
4757,Fire,West,Evening,Sunday,Cloudy,Medium,No,11.0,29,22,492,7,10,High
4758,Fire,North,Morning,Tuesday,Cloudy,Low,No,11.0,25,7,176,5,20,High
4759,Accident,South,Afternoon,Tuesday,Sunny,Low,No,13.0,29,22,197,4,13,High
4760,Assault,Central,Afternoon,Tuesday,Cloudy,High,No,9.0,16,28,371,6,7,High
4761,Medical,South,Morning,Sunday,Sunny,High,Yes,24.0,16,23,395,6,15,High
4762,Theft,Central,Morning,Wednesday,Cloudy,Medium,No,23.0,19,29,104,2,7,Medium
4763,Accident,Central,Morning,Saturday,Rainy,Low,Yes,5.0,8,9,51,1,9,Medium
4764,Medical,North,Morning,Wednesday,Cloudy,Medium,No,22.0,13,14,182,2,7,Medium
4765,Medical,West,Evening,Monday,Rainy,Medium,Yes,5.0,17,16,20,6,18,High
4766,Theft,North,Evening,Wednesday,Sunny,Low,Yes,5.0,6,9,447,2,11,High
4767,Assault,East,Night,Friday,Rainy,Low,No,10.0,9,4,236,3,15,High
4768,Assault,South,Afternoon,Sunday,Rainy,Medium,No,20.0,5,15,322,7,6,High
4769,Fire,North,Morning,Thursday,Rainy,Low,No,6.0,7,23,356,4,20,High
4770,Accident,South,Afternoon,Monday,Rainy,High,No,11.0,10,31,142,2,3,Low
4771,Medical,North,Night,Thursday,Rainy,High,Yes,12.0,11,16,455,7,3,High
4772,Accident,Central,Evening,Saturday,Rainy,Medium,Yes,13.0,14,7,372,9,19,High
4773,Fire,Central,Night,Sunday,Sunny,High,No,12.0,20,25,405,9,18,High
4774,Fire,East,Evening,Wednesday,Cloudy,Medium,Yes,17.0,23,15,419,6,19,High
4775,Accident,Central,Night,Monday,Sunny,Medium,No,3.0,5,11,78,5,3,Medium
4776,Accident,West,Night,Thursday,Sunny,High,No,14.0,11,6,165,9,8,High
4777,Fire,North,Morning,Saturday,Cloudy,High,Yes,10.0,23,25,91,10,6,High
4778,Fire,East,Night,Saturday,Sunny,Medium,No,9.0,24,25,378,6,11,High
4779,Accident,Central,Night,Sunday,Sunny,Low,Yes,14.0,10,23,55,4,5,Medium
4780,Theft,West,Afternoon,Saturday,Sunny,Medium,Yes,5.0,19,26,378,2,3,Medium
4781,Theft,East,Morning,Wednesday,Rainy,High,No,21.0,25,15,73,7,9,High
4782,Theft,West,Morning,Tuesday,Rainy,High,Yes,18.0,22,34,113,5,17,High
4783,Theft,East,Evening,Friday,Sunny,Medium,No,24.0,23,9,459,6,16,High
4784,Accident,South,Afternoon,Sunday,Sunny,Medium,Yes,9.0,24,31,370,3,15,High
4785,Medical,West,Night,Friday,Rainy,Low,No,22.0,24,13,1,3,20,High
4786,Assault,South,Morning,Saturday,Cloudy,Medium,No,13.0,12,29,170,8,3,High
4787,Fire,Central,Evening,Sunday,Cloudy,Medium,No,15.0,24,10,424,1,12,High
4788,Accident,Central,Afternoon,Tuesday,Sunny,Low,Yes,12.0,7,30,441,10,8,High
4789,Accident,North,Afternoon,Thursday,Cloudy,Low,Yes,25.0,22,24,196,6,20,High
4790,Fire,West,Afternoon,Tuesday,Sunny,High,No,25.0,27,4,22,9,12,High
4791,Assault,East,Night,Monday,Sunny,High,Yes,8.0,9,9,282,2,10,High
4792,Theft,East,Evening,Saturday,Rainy,Medium,No,22.0,21,32,377,8,7,High
4793,Accident,West,Night,Thursday,Rainy,Low,No,17.0,25,22,16,4,0,Low
4794,Theft,West,Afternoon,Tuesday,Sunny,Medium,Yes,6.0,21,17,421,7,11,High
4795,Assault,East,Night,Saturday,Cloudy,Medium,No,9.0,6,25,362,4,13,High
4796,Assault,West,Night,Thursday,Sunny,Medium,No,8.0,15,5,233,1,1,Low
4797,Theft,North,Night,Friday,Cloudy,Medium,No,25.0,9,31,264,1,11,Medium
4798,Assault,East,Morning,Saturday,Cloudy,Medium,Yes,7.0,17,20,441,6,6,High
4799,Fire,Central,Night,Friday,Rainy,High,Yes,3.0,26,20,345,3,8,High
4800,Theft,Central,Afternoon,Monday,Cloudy,Medium,Yes,4.0,5,4,299,6,12,High
